order_id,payment_method,order_date,price,employee_id
78,stu_card,2023-11-15T11:15:34,51.9,8
79,debit,2023-10-01T10:16:28,8.8,20
80,cash,2023-12-03T18:59:12,69.3,32
81,debit,2023-04-20T10:14:34,70.2,49
82,debit,2023-04-14T13:56:07,59.6,35
83,debit,2023-10-15T16:55:00,20.9,56
84,credit,2023-07-14T11:18:30,19.2,31
85,cash,2023-06-05T15:33:34,41.8,54
86,debit,2023-07-03T11:11:13,33.1,39
87,credit,2023-09-18T12:56:04,58.6,6
88,debit,2023-07-28T16:26:02,31.8,64
89,credit,2023-03-30T10:40:05,23.7,9
90,stu_card,2023-01-10T13:10:10,78.5,17
91,debit,2023-04-30T17:14:06,49.7,16
92,credit,2023-06-27T17:20:44,22.3,49
93,cash,2023-01-22T20:38:52,36.1,55
94,credit,2023-09-09T10:47:13,14.8,31
95,debit,2023-12-12T19:52:49,55.1,48
96,credit,2023-05-20T15:14:05,74.5,26
97,debit,2023-06-05T16:53:31,104.3,39
98,debit,2023-05-25T17:17:58,12.5,62
99,credit,2023-01-10T10:47:41,64.0,11
100,credit,2023-08-04T17:11:33,22.5,62
101,debit,2023-06-05T16:20:02,53.2,99
102,cash,2023-04-16T14:46:56,60.1,64
103,cash,2023-04-23T13:51:13,90.7,5
104,credit,2023-02-18T16:28:19,26.6,28
105,credit,2023-02-12T12:40:14,29.3,30
106,stu_card,2023-07-05T11:40:34,51.3,51
107,credit,2023-08-31T14:00:23,54.5,45
108,credit,2023-10-29T18:12:16,62.8,49
109,credit,2023-11-08T19:19:21,19.6,23
110,debit,2023-11-15T18:22:52,48.9,53
111,credit,2023-03-03T12:14:57,49.0,5
112,credit,2023-05-01T11:08:44,31.5,34
113,debit,2023-06-02T20:19:29,61.5,41
114,cash,2023-03-11T11:36:04,48.3,54
115,cash,2023-04-20T12:04:29,28.8,16
116,stu_card,2023-04-23T14:31:16,57.0,6
117,cash,2023-12-11T13:09:55,75.2,35
118,cash,2023-01-31T20:37:52,9.6,62
119,debit,2023-07-07T17:30:14,8.6,14
120,credit,2023-11-10T18:54:44,68.0,1
121,cash,2023-01-15T16:53:25,73.0,38
122,stu_card,2023-05-02T20:35:25,47.4,52
123,stu_card,2023-02-16T15:29:59,54.3,63
124,debit,2023-10-20T19:11:49,31.9,27
125,stu_card,2023-05-09T12:14:06,10.8,17
126,cash,2023-03-25T17:54:44,57.9,53
127,credit,2023-11-25T12:46:07,43.8,31
128,cash,2023-01-23T11:11:34,16.6,39
129,stu_card,2023-07-09T20:26:54,31.9,18
130,debit,2023-02-23T12:30:49,20.8,54
131,stu_card,2023-12-02T16:36:34,56.3,2
132,cash,2023-12-11T15:48:01,12.7,32
133,cash,2023-08-15T13:37:31,33.2,12
134,stu_card,2023-04-16T19:47:48,0.0,34
135,debit,2023-04-03T13:01:37,56.0,47
136,stu_card,2023-01-06T14:59:29,53.8,53
137,debit,2023-09-23T13:51:54,0.0,41
138,credit,2023-03-21T17:49:37,59.9,22
139,cash,2023-02-23T14:40:04,13.5,51
140,debit,2023-08-04T15:28:40,50.5,4
141,stu_card,2023-11-16T15:03:20,32.3,27
142,stu_card,2023-04-03T12:48:51,43.9,27
143,debit,2023-06-03T12:04:33,11.3,56
144,credit,2023-03-04T14:12:47,57.6,9
145,debit,2023-10-01T12:56:53,60.5,6
146,cash,2023-12-22T19:43:09,38.3,24
147,credit,2023-07-23T12:21:15,53.6,19
148,debit,2023-11-11T16:04:25,39.0,10
149,stu_card,2023-09-16T17:18:56,8.3,32
150,cash,2023-02-01T14:57:08,10.1,46
151,debit,2023-09-12T12:52:35,61.6,28
152,credit,2023-01-01T16:13:47,42.3,46
153,debit,2023-06-28T17:29:25,18.7,4
154,debit,2023-11-02T18:26:41,8.5,47
155,cash,2023-02-01T12:59:36,44.0,7
156,credit,2023-02-06T13:04:54,70.4,56
157,credit,2023-09-08T17:53:30,80.9,3
158,debit,2023-03-02T16:29:18,8.3,28
159,debit,2023-05-04T17:09:44,48.8,59
160,credit,2023-04-05T14:55:22,16.7,15
161,cash,2023-06-27T17:50:47,48.4,38
162,stu_card,2023-07-21T11:02:05,68.9,31
163,debit,2023-12-14T20:08:17,8.8,6
164,stu_card,2023-10-19T11:49:06,28.6,28
165,stu_card,2023-03-08T14:03:01,51.8,10
166,cash,2023-10-21T14:09:41,21.8,55
167,stu_card,2023-01-31T12:05:54,37.0,45
168,credit,2023-08-18T14:38:25,0.0,60
169,debit,2023-08-05T16:19:03,40.4,2
170,credit,2023-03-21T19:45:24,47.2,59
171,credit,2023-01-17T18:00:11,39.8,8
172,credit,2023-05-30T12:53:28,54.3,32
173,credit,2023-11-18T12:56:44,42.5,45
174,stu_card,2023-02-02T18:01:27,30.9,40
175,cash,2023-03-05T17:20:34,57.2,57
176,cash,2023-07-12T13:28:14,34.5,31
177,cash,2023-03-06T12:37:51,40.4,5
178,cash,2023-07-24T13:06:48,52.5,27
179,stu_card,2023-09-09T15:39:14,11.2,41
180,stu_card,2023-03-30T14:36:33,41.4,33
181,stu_card,2023-07-02T13:52:31,51.1,47
182,debit,2023-07-07T18:04:32,70.7,40
183,credit,2023-07-06T20:10:16,56.5,27
184,debit,2023-10-06T19:04:45,14.2,20
185,debit,2023-05-29T18:48:02,4.4,10
186,stu_card,2023-08-25T15:28:36,37.9,47
187,stu_card,2023-11-30T12:34:44,12.5,32
188,stu_card,2023-12-17T15:19:37,11.3,5
189,debit,2023-08-27T14:37:22,44.6,36
190,debit,2023-10-23T10:49:10,36.2,48
191,stu_card,2023-05-05T20:50:34,83.1,3
192,stu_card,2023-07-13T18:44:42,43.5,26
193,stu_card,2023-12-27T19:12:24,32.6,22
194,cash,2023-06-03T13:46:36,41.8,10
195,debit,2023-10-26T18:12:27,57.1,11
196,stu_card,2023-12-29T19:49:32,21.0,14
197,stu_card,2023-08-20T15:33:19,28.8,43
198,stu_card,2023-08-05T10:46:34,40.7,4
199,credit,2023-06-11T10:50:06,18.1,53
200,stu_card,2023-09-15T19:46:16,79.4,23
201,cash,2023-07-29T15:17:55,61.2,18
202,debit,2023-11-16T15:53:26,50.7,52
203,debit,2023-03-30T14:44:50,19.7,53
204,stu_card,2023-08-20T16:29:23,36.5,19
205,debit,2023-02-16T20:38:52,44.9,20
206,cash,2023-05-12T18:53:23,69.3,10
207,stu_card,2023-12-30T19:23:31,49.1,60
208,debit,2023-11-15T11:53:44,24.5,28
209,debit,2023-01-29T17:00:32,51.9,15
210,debit,2023-11-24T19:48:32,13.0,38
211,debit,2023-09-13T18:35:40,48.9,59
212,debit,2023-12-20T18:44:55,4.4,50
213,cash,2023-01-29T17:07:21,27.6,50
214,credit,2023-04-23T15:58:48,55.2,55
215,debit,2023-12-09T10:38:48,64.7,36
216,debit,2023-03-10T18:54:22,78.0,1
217,stu_card,2023-12-30T17:59:03,12.8,32
218,cash,2023-02-19T10:00:21,36.5,29
219,debit,2023-11-04T18:31:13,47.7,57
220,cash,2023-12-10T10:20:48,37.5,45
221,cash,2023-04-23T20:50:38,25.5,45
222,cash,2023-01-04T10:13:57,40.3,54
223,cash,2023-05-30T17:28:02,11.3,63
224,stu_card,2023-08-29T19:27:55,41.4,62
225,stu_card,2023-01-12T13:06:21,22.5,26
226,cash,2023-07-23T16:15:11,40.9,7
227,debit,2023-01-01T20:41:43,8.5,50
228,stu_card,2023-08-07T18:29:16,55.6,29
229,credit,2023-02-05T14:23:26,48.1,31
230,debit,2023-09-12T15:24:44,43.5,40
231,cash,2023-05-09T18:03:54,38.0,6
232,stu_card,2023-07-23T12:06:56,23.5,10
233,credit,2023-05-27T19:48:42,5.4,52
234,credit,2023-07-29T10:23:20,84.6,20
235,debit,2023-09-05T11:24:59,18.9,32
236,debit,2023-02-22T19:02:49,16.4,60
237,credit,2023-01-18T19:32:42,21.0,14
238,stu_card,2023-10-20T13:49:03,5.2,56
239,credit,2023-10-31T11:40:23,45.1,50
240,debit,2023-06-19T12:29:26,36.5,5
241,debit,2023-08-20T18:13:08,58.0,47
242,debit,2023-12-24T18:27:27,13.7,9
243,debit,2023-11-14T15:33:52,52.9,35
244,cash,2023-01-24T10:01:46,74.6,12
245,debit,2023-02-24T19:40:43,47.3,19
246,credit,2023-01-21T15:43:05,56.3,28
247,debit,2023-06-06T13:42:30,73.3,58
248,cash,2023-07-25T19:40:46,11.2,22
249,credit,2023-09-29T18:09:58,42.9,28
250,stu_card,2023-07-31T20:22:30,12.7,33
251,credit,2023-07-29T15:31:50,34.5,58
252,credit,2023-04-04T11:57:45,52.7,38
253,credit,2023-11-23T13:51:59,67.1,7
254,credit,2023-03-08T19:46:19,43.6,45
255,cash,2023-02-10T15:09:46,62.7,45
256,stu_card,2023-10-13T17:55:37,60.1,49
257,stu_card,2023-01-06T19:03:41,53.9,99
258,stu_card,2023-06-24T14:41:35,39.4,16
259,cash,2023-08-24T13:21:43,45.4,41
260,cash,2023-12-29T16:11:15,15.2,1
261,stu_card,2023-08-03T18:15:10,0.0,33
262,stu_card,2023-05-17T10:26:10,22.6,1
263,debit,2023-10-26T19:56:18,11.2,27
264,credit,2023-02-01T13:11:26,0.0,25
265,cash,2023-05-03T18:48:37,13.7,36
266,cash,2023-10-15T19:30:55,41.0,55
267,credit,2023-04-16T17:54:12,58.3,61
268,debit,2023-04-19T12:48:20,42.8,48
269,debit,2023-07-06T14:07:49,21.4,17
270,cash,2023-12-25T10:51:48,55.9,64
271,cash,2023-04-07T12:49:14,31.4,16
272,credit,2023-10-03T17:57:33,5.4,30
273,credit,2023-12-09T20:29:49,22.1,54
274,stu_card,2023-12-31T11:21:12,62.1,36
275,debit,2023-11-26T19:19:35,44.9,1
276,debit,2023-03-31T14:28:29,44.8,26
277,credit,2023-06-09T16:55:23,41.5,55
278,cash,2023-04-29T15:44:36,22.2,35
279,debit,2023-07-20T20:45:52,31.5,16
280,cash,2023-09-12T16:33:06,13.8,27
281,cash,2023-02-18T14:18:43,53.5,52
282,credit,2023-06-30T11:39:12,44.0,5
283,credit,2023-12-01T18:07:04,37.3,3
284,cash,2023-08-30T18:24:21,4.4,34
285,cash,2023-03-19T17:33:15,50.9,51
286,debit,2023-02-11T11:37:42,71.5,44
287,debit,2023-10-12T11:08:30,62.3,17
288,stu_card,2023-01-28T10:02:56,29.5,44
289,credit,2023-03-26T17:30:54,10.6,7
290,cash,2023-01-10T17:20:33,34.1,64
291,debit,2023-06-16T13:26:09,43.5,1
292,debit,2023-09-09T10:14:29,5.4,57
293,credit,2023-05-04T16:12:34,12.9,64
294,credit,2023-10-08T13:51:26,26.7,54
295,debit,2023-05-15T20:48:07,40.7,29
296,debit,2023-02-23T10:06:27,37.2,46
297,cash,2023-04-18T15:35:45,33.3,49
298,credit,2023-03-18T13:47:44,3.0,37
299,debit,2023-11-09T15:10:39,66.8,2
300,credit,2023-01-22T17:36:45,31.0,57
301,cash,2023-05-06T18:08:40,25.5,4
302,cash,2023-11-12T15:37:31,13.6,41
303,debit,2023-09-14T11:13:48,54.5,9
304,stu_card,2023-06-06T14:31:43,86.2,59
305,stu_card,2023-08-14T19:56:21,10.8,9
306,stu_card,2023-07-22T19:25:18,37.5,23
307,debit,2023-03-19T14:32:10,53.0,22
308,debit,2023-03-09T19:28:58,54.3,63
309,stu_card,2023-12-15T14:22:01,53.3,20
310,debit,2023-03-26T16:36:15,36.8,54
311,stu_card,2023-07-05T12:56:57,48.9,57
312,cash,2023-01-15T15:53:56,55.4,23
313,cash,2023-02-04T11:49:42,59.0,99
314,cash,2023-06-24T20:56:08,21.3,5
315,stu_card,2023-02-12T10:23:35,8.5,61
316,credit,2023-09-07T16:10:58,53.6,34
317,stu_card,2023-01-18T19:27:01,21.0,25
318,stu_card,2023-12-31T12:39:24,38.7,6
319,credit,2023-01-05T15:20:49,9.8,26
320,debit,2023-01-03T11:44:24,11.3,14
321,debit,2023-06-24T16:43:06,45.0,23
322,stu_card,2023-02-19T19:21:50,33.8,15
323,cash,2023-09-22T16:17:23,25.3,33
324,credit,2023-05-12T18:28:07,26.5,16
325,debit,2023-12-05T11:26:25,65.1,45
326,cash,2023-11-26T16:55:11,55.4,34
327,cash,2023-07-20T17:52:15,31.3,26
328,debit,2023-10-08T10:37:38,66.1,19
329,debit,2023-05-31T20:25:28,34.7,4
330,stu_card,2023-09-29T16:19:27,52.1,27
331,debit,2023-06-08T20:13:59,11.2,31
332,stu_card,2023-03-02T12:59:26,58.4,58
333,stu_card,2023-09-14T20:59:18,30.8,20
334,debit,2023-06-16T16:37:29,42.0,42
335,stu_card,2023-10-24T19:15:20,67.2,49
336,stu_card,2023-02-14T18:59:29,34.2,53
337,credit,2023-08-04T13:05:07,59.6,7
338,cash,2023-12-04T16:09:57,75.6,16
339,debit,2023-04-17T19:09:06,34.5,48
340,credit,2023-10-15T10:44:54,18.1,49
341,credit,2023-03-08T13:15:50,29.5,50
342,stu_card,2023-01-31T11:51:33,11.7,49
343,cash,2023-11-28T14:17:26,71.6,18
344,cash,2023-10-30T20:42:15,29.3,51
345,cash,2023-12-23T12:41:38,66.9,33
346,stu_card,2023-11-02T10:45:29,63.3,35
347,debit,2023-03-09T16:27:28,9.8,29
348,debit,2023-07-18T19:34:56,40.7,3
349,credit,2023-03-25T15:03:13,11.3,1
350,credit,2023-09-29T12:04:47,46.6,32
351,stu_card,2023-07-29T13:39:39,67.3,42
352,stu_card,2023-02-23T17:40:07,16.5,2
353,debit,2023-07-29T10:41:09,56.7,47
354,cash,2023-06-19T11:35:11,38.2,43
355,credit,2023-04-07T16:22:01,54.4,3
356,stu_card,2023-01-11T18:22:09,27.0,59
357,stu_card,2023-06-20T17:59:21,13.9,36
358,credit,2023-07-22T15:22:06,50.7,32
359,cash,2023-07-07T19:44:14,51.0,2
360,stu_card,2023-10-06T13:25:12,73.4,55
361,cash,2023-12-11T16:21:54,18.2,32
362,stu_card,2023-03-17T12:04:11,56.7,60
363,debit,2023-04-14T20:19:48,37.5,5
364,credit,2023-10-23T11:28:12,55.1,40
365,debit,2023-08-20T16:33:22,65.2,3
366,cash,2023-07-01T11:39:47,11.2,3
367,debit,2023-03-19T19:23:47,43.2,5
368,stu_card,2023-06-02T20:10:16,5.4,56
369,debit,2023-02-13T16:50:28,70.0,32
370,credit,2023-11-29T15:13:36,22.8,6
371,cash,2023-07-10T11:24:31,38.7,58
372,debit,2023-10-28T20:42:26,57.7,26
373,debit,2023-10-14T15:05:08,4.4,39
374,cash,2023-04-18T20:31:48,71.9,11
375,credit,2023-02-23T20:35:27,84.5,23
376,cash,2023-11-06T14:47:13,81.6,23
377,cash,2023-10-28T20:18:17,11.3,44
378,debit,2023-08-12T19:32:03,54.9,6
379,debit,2023-07-23T13:50:19,42.7,22
380,cash,2023-11-16T16:53:58,66.7,50
381,stu_card,2023-09-04T17:11:11,79.0,9
382,debit,2023-04-16T20:59:52,44.6,37
383,cash,2023-05-21T12:28:05,9.8,28
384,stu_card,2023-09-24T18:58:28,65.2,4
385,stu_card,2023-03-04T11:49:48,45.1,52
386,cash,2023-08-18T10:52:50,19.7,49
387,cash,2023-05-12T12:07:47,14.3,47
388,stu_card,2023-07-09T11:10:22,34.0,39
389,credit,2023-03-12T11:44:20,26.4,59
390,stu_card,2023-09-12T19:47:10,45.9,39
391,debit,2023-02-21T18:13:17,27.9,61
392,debit,2023-10-05T20:55:14,51.8,99
393,credit,2023-09-15T10:56:13,64.7,56
394,credit,2023-04-12T20:53:55,80.1,63
395,credit,2023-12-22T20:18:51,64.0,39
396,stu_card,2023-09-01T13:08:01,17.9,35
397,debit,2023-05-20T18:47:06,33.7,40
398,cash,2023-11-16T13:59:38,72.1,51
399,credit,2023-01-11T20:18:56,47.2,59
400,credit,2023-10-10T20:17:13,56.9,28
401,stu_card,2023-12-09T19:18:47,51.8,51
402,debit,2023-05-06T11:17:25,75.8,16
403,credit,2023-11-09T10:22:00,90.2,41
404,debit,2023-12-28T15:38:33,70.8,7
405,credit,2023-08-30T16:59:03,35.3,13
406,stu_card,2023-03-13T18:33:09,21.1,28
407,cash,2023-02-07T20:25:39,56.5,43
408,credit,2023-11-01T12:53:17,24.1,52
409,credit,2023-04-10T14:48:08,8.5,44
410,credit,2023-09-14T14:06:30,5.4,28
411,credit,2023-01-16T12:29:35,23.3,14
412,debit,2023-08-21T18:46:55,21.1,24
413,cash,2023-11-05T18:24:22,45.7,42
414,stu_card,2023-07-24T15:28:18,39.6,54
415,cash,2023-06-15T17:20:14,32.1,99
416,debit,2023-08-03T10:34:49,80.9,58
417,stu_card,2023-12-06T18:55:24,64.1,9
418,stu_card,2023-11-17T10:14:10,36.8,53
419,debit,2023-06-13T13:38:21,29.9,24
420,credit,2023-05-26T15:03:51,83.7,6
421,stu_card,2023-06-21T17:20:19,38.0,29
422,credit,2023-02-18T16:21:12,49.3,27
423,debit,2023-10-28T20:55:56,37.4,26
424,cash,2023-05-05T10:26:06,66.9,23
425,stu_card,2023-04-10T14:55:44,48.6,7
426,credit,2023-05-06T10:16:09,32.2,18
427,cash,2023-12-07T14:54:15,43.1,47
428,stu_card,2023-11-23T10:32:52,54.4,27
429,credit,2023-05-25T18:52:35,24.0,16
430,stu_card,2023-04-07T13:34:53,37.6,43
431,stu_card,2023-06-10T17:57:12,11.3,42
432,stu_card,2023-02-08T11:23:26,8.5,56
433,cash,2023-11-09T14:19:31,21.9,57
434,cash,2023-12-19T15:52:08,8.3,52
435,stu_card,2023-03-15T19:58:14,48.1,39
436,cash,2023-11-01T20:08:27,12.6,28
437,credit,2023-12-25T15:23:42,12.8,63
438,stu_card,2023-07-08T20:39:31,40.7,27
439,cash,2023-11-08T19:02:46,44.9,18
440,debit,2023-04-06T14:51:45,21.1,44
441,credit,2023-06-24T19:04:53,25.7,99
442,credit,2023-07-20T10:21:43,5.2,27
443,credit,2023-11-10T11:20:05,54.0,44
444,stu_card,2023-01-15T16:27:41,22.6,3
445,debit,2023-12-21T11:34:59,24.0,57
446,stu_card,2023-04-01T14:13:30,18.7,64
447,debit,2023-09-16T17:20:36,34.7,49
448,cash,2023-04-12T18:45:35,54.4,5
449,credit,2023-12-14T18:39:16,50.3,35
450,stu_card,2023-12-30T12:34:35,49.3,37
451,credit,2023-08-31T17:33:09,70.5,62
452,debit,2023-06-06T12:38:58,62.2,44
453,stu_card,2023-11-11T16:28:26,53.0,30
454,cash,2023-03-29T18:39:39,59.2,6
455,cash,2023-11-14T15:23:39,8.5,19
456,debit,2023-12-21T12:51:29,26.1,51
457,cash,2023-02-19T10:23:37,32.3,38
458,credit,2023-10-22T12:07:42,63.8,23
459,debit,2023-04-22T17:18:49,32.9,64
460,stu_card,2023-10-22T15:42:40,11.5,30
461,cash,2023-01-11T20:22:14,37.5,12
462,cash,2023-07-13T14:32:43,21.5,53
463,cash,2023-08-28T13:58:37,38.0,27
464,stu_card,2023-02-11T18:55:30,40.9,44
465,cash,2023-05-30T19:08:08,6.7,55
466,stu_card,2023-05-20T20:07:08,7.9,10
467,stu_card,2023-01-21T13:14:55,48.3,63
468,debit,2023-11-08T14:37:11,5.2,28
469,credit,2023-01-19T19:02:45,91.5,61
470,credit,2023-06-20T19:45:10,84.1,25
471,credit,2023-10-02T19:20:26,9.8,38
472,cash,2023-05-31T16:09:59,57.2,3
473,credit,2023-06-01T12:50:46,47.5,27
474,cash,2023-10-22T12:47:34,2.1,35
475,debit,2023-08-29T16:35:34,54.8,23
476,cash,2023-06-24T10:39:39,42.0,54
477,debit,2023-11-20T17:13:42,73.7,25
478,credit,2023-12-22T10:59:46,68.6,46
479,credit,2023-11-23T15:24:47,36.1,29
480,cash,2023-12-22T13:25:26,6.2,63
481,cash,2023-04-12T13:07:35,16.0,53
482,debit,2023-08-19T11:09:12,23.5,49
483,stu_card,2023-05-30T14:30:44,51.1,25
484,credit,2023-02-18T13:01:34,4.4,63
485,credit,2023-11-09T12:32:59,12.8,8
486,debit,2023-12-05T20:12:11,73.6,32
487,cash,2023-10-13T19:36:23,22.4,17
488,cash,2023-06-21T10:54:57,67.5,21
489,cash,2023-12-04T10:21:14,64.6,1
490,credit,2023-08-17T10:05:14,59.4,25
491,credit,2023-02-14T19:16:09,8.6,30
492,cash,2023-03-22T13:07:58,51.3,30
493,credit,2023-02-28T14:52:28,38.2,6
494,credit,2023-10-11T11:33:09,35.4,51
495,credit,2023-01-02T11:27:52,46.3,62
496,cash,2023-05-21T19:39:53,52.9,50
497,credit,2023-04-15T20:00:29,18.9,61
498,debit,2023-04-26T11:52:41,20.8,23
499,debit,2023-05-11T18:11:22,8.3,43
500,cash,2023-07-10T14:28:36,50.8,20
501,credit,2023-02-15T12:49:56,45.4,24
502,stu_card,2023-10-25T12:43:29,32.2,35
503,cash,2023-06-15T12:35:52,11.5,50
504,cash,2023-04-19T12:18:43,26.4,53
505,stu_card,2023-08-17T10:56:10,27.9,27
506,stu_card,2023-04-19T11:37:07,4.4,63
507,stu_card,2023-05-10T12:37:47,38.4,30
508,credit,2023-03-17T13:58:20,50.6,9
509,credit,2023-12-28T20:14:53,68.5,9
510,credit,2023-08-28T17:00:36,6.2,23
511,stu_card,2023-07-10T15:19:19,12.7,51
512,debit,2023-11-17T12:49:22,56.4,61
513,cash,2023-04-29T10:11:49,6.9,26
514,cash,2023-01-27T15:44:01,59.5,26
515,debit,2023-02-28T12:34:56,11.2,34
516,debit,2023-09-26T18:03:15,51.8,22
517,stu_card,2023-04-13T15:51:17,32.3,28
518,cash,2023-12-19T19:53:25,27.0,46
519,cash,2023-09-01T10:20:06,19.5,19
520,debit,2023-03-05T10:26:32,57.5,10
521,credit,2023-07-20T11:29:09,59.3,58
522,cash,2023-05-26T14:38:30,46.2,62
523,stu_card,2023-10-31T16:19:09,5.2,11
524,stu_card,2023-03-12T11:56:30,68.7,53
525,stu_card,2023-05-18T17:52:34,56.5,40
526,debit,2023-05-10T15:33:55,54.5,48
527,credit,2023-01-26T15:50:43,40.3,61
528,stu_card,2023-02-05T10:47:10,68.6,52
529,stu_card,2023-12-10T20:23:29,46.2,47
530,debit,2023-07-12T18:42:08,18.4,23
531,credit,2023-10-15T11:52:26,11.3,32
532,credit,2023-06-26T15:59:21,57.5,24
533,cash,2023-07-22T17:38:03,25.4,17
534,stu_card,2023-10-10T19:10:26,42.4,56
535,credit,2023-05-08T10:06:47,11.0,23
536,stu_card,2023-06-22T16:32:37,54.4,46
537,credit,2023-05-04T10:02:15,11.2,43
538,stu_card,2023-09-02T15:22:39,21.3,27
539,cash,2023-10-09T14:32:46,56.8,51
540,debit,2023-10-11T14:20:40,7.5,4
541,cash,2023-09-26T13:38:29,50.2,46
542,credit,2023-02-14T17:47:11,10.6,2
543,cash,2023-10-04T15:37:27,53.0,34
544,cash,2023-07-17T19:11:47,9.8,35
545,stu_card,2023-12-11T16:40:55,60.4,63
546,debit,2023-05-26T17:39:10,24.3,58
547,credit,2023-02-08T15:13:02,36.5,3
548,debit,2023-10-12T16:20:50,23.6,20
549,cash,2023-01-13T20:21:42,28.0,14
550,credit,2023-07-07T15:46:09,33.9,62
551,cash,2023-11-27T13:53:35,24.7,54
552,debit,2023-06-14T12:30:54,31.4,62
553,debit,2023-09-20T14:18:37,31.4,57
554,stu_card,2023-04-08T15:28:19,24.2,53
555,cash,2023-05-13T11:48:34,9.6,11
556,stu_card,2023-04-20T20:02:25,17.2,7
557,stu_card,2023-08-18T12:58:02,52.1,48
558,debit,2023-05-19T13:32:06,21.7,41
559,stu_card,2023-01-16T11:02:54,58.2,28
560,credit,2023-05-09T19:53:59,54.7,47
561,stu_card,2023-05-14T14:33:57,0.0,40
562,credit,2023-11-04T16:32:54,22.7,10
563,credit,2023-01-18T10:28:18,10.8,25
564,cash,2023-10-13T20:34:39,35.3,99
565,stu_card,2023-11-21T19:13:47,26.9,47
566,stu_card,2023-12-26T14:23:38,33.9,33
567,debit,2023-05-13T19:31:15,49.5,2
568,debit,2023-05-22T11:03:21,28.2,63
569,stu_card,2023-09-26T10:49:37,11.3,34
