order_id,payment_method,order_date,price,employee_id,is_completed
86,cash,2023-12-22T11:58:10,50.3,49,True
87,credit,2023-04-19T14:47:30,32.2,36,True
88,cash,2023-02-02T18:12:44,42.3,47,True
89,debit,2023-08-29T14:32:29,48.3,31,True
90,credit,2023-06-05T13:23:44,42.3,27,True
91,stu_card,2023-01-18T16:29:40,15.7,36,True
92,stu_card,2023-10-08T18:49:53,50.8,59,True
93,credit,2023-01-30T19:03:30,55.4,39,True
94,credit,2023-11-08T11:09:02,29.9,20,True
95,debit,2023-07-28T10:09:42,38.5,7,True
96,stu_card,2023-11-01T14:52:45,59.0,14,True
97,debit,2023-06-16T16:18:33,8.3,99,True
98,cash,2023-06-11T19:53:55,2.7,49,True
99,cash,2023-10-27T15:06:10,39.4,38,True
100,stu_card,2023-04-01T10:57:19,31.0,27,True
101,stu_card,2023-07-03T17:03:11,74.2,2,True
102,stu_card,2023-07-11T15:01:22,23.4,48,True
103,cash,2023-06-13T13:17:03,73.8,53,True
104,debit,2023-05-08T17:27:32,51.6,12,True
105,stu_card,2023-01-25T10:45:41,43.9,6,True
106,stu_card,2023-03-20T17:24:28,65.9,42,True
107,credit,2023-06-06T11:55:12,25.6,16,True
108,credit,2023-03-08T16:46:28,39.3,46,True
109,debit,2023-12-02T19:39:15,5.2,32,True
110,stu_card,2023-01-26T15:03:46,13.7,3,True
111,cash,2023-05-25T10:58:50,19.3,62,True
112,cash,2023-02-10T13:27:58,46.1,38,True
113,debit,2023-06-30T15:28:54,58.1,17,True
114,stu_card,2023-05-12T18:01:43,45.2,29,True
115,debit,2023-08-01T19:46:55,42.9,24,True
116,stu_card,2023-09-27T12:22:59,26.4,34,True
117,credit,2023-04-27T11:28:41,34.4,7,True
118,credit,2023-04-26T10:17:05,12.9,39,True
119,stu_card,2023-11-14T20:12:00,36.9,47,True
120,debit,2023-01-25T19:14:15,37.0,22,True
121,cash,2023-09-17T13:50:17,60.4,30,True
122,stu_card,2023-12-08T12:10:24,37.7,39,True
123,debit,2023-06-28T20:57:02,55.1,15,True
124,stu_card,2023-10-03T15:40:14,26.9,58,True
125,stu_card,2023-04-15T16:07:03,10.6,51,True
126,cash,2023-10-12T10:38:25,29.5,26,True
127,credit,2023-08-31T11:58:14,0.0,43,True
128,stu_card,2023-03-24T11:31:20,18.3,21,True
129,credit,2023-06-18T13:49:06,70.6,10,True
130,cash,2023-03-20T12:23:57,49.5,33,True
131,stu_card,2023-06-08T19:05:28,13.3,58,True
132,credit,2023-08-16T13:56:51,24.3,60,True
133,cash,2023-05-14T10:55:17,8.3,45,True
134,credit,2023-01-03T13:00:22,46.1,31,True
135,debit,2023-02-23T11:53:35,74.0,63,True
136,debit,2023-04-10T17:15:18,54.3,5,True
137,cash,2023-07-22T19:11:47,42.6,11,True
138,stu_card,2023-05-04T17:13:46,64.1,9,True
139,stu_card,2023-01-31T11:03:05,53.6,51,True
140,credit,2023-04-23T17:08:50,18.1,17,True
141,stu_card,2023-06-01T18:49:03,17.9,16,True
142,credit,2023-07-27T12:11:52,12.0,41,True
143,credit,2023-02-13T10:00:14,22.4,44,True
144,debit,2023-05-22T16:27:22,48.1,7,True
145,cash,2023-08-25T18:45:02,9.8,15,True
146,credit,2023-08-23T19:31:55,59.2,27,True
147,stu_card,2023-02-01T10:35:36,46.4,49,True
148,debit,2023-03-21T17:19:53,26.3,1,True
149,cash,2023-09-27T17:38:32,15.7,16,True
150,cash,2023-04-06T19:28:28,41.9,38,True
151,cash,2023-07-07T20:53:29,33.9,35,True
152,cash,2023-05-20T15:53:32,14.3,4,True
153,credit,2023-06-21T17:34:41,49.7,21,True
154,stu_card,2023-12-01T10:57:35,14.5,19,True
155,debit,2023-07-05T16:56:34,49.8,21,True
156,cash,2023-08-01T20:30:52,55.1,13,True
157,credit,2023-09-16T13:31:48,21.3,13,True
158,cash,2023-03-08T13:17:43,16.6,45,True
159,cash,2023-03-28T17:17:50,63.7,16,True
160,debit,2023-04-21T13:32:46,60.1,47,True
161,stu_card,2023-08-15T10:53:01,63.0,46,True
162,credit,2023-06-17T18:13:10,63.4,26,True
163,stu_card,2023-07-23T19:28:58,45.1,1,True
164,stu_card,2023-09-12T13:09:08,46.5,40,True
165,credit,2023-09-26T20:50:16,55.0,57,True
166,debit,2023-08-22T16:29:51,72.5,16,True
167,credit,2023-03-10T15:19:14,54.5,13,True
168,cash,2023-02-10T16:26:32,54.6,21,True
169,credit,2023-12-28T19:18:26,36.6,7,True
170,cash,2023-03-11T15:21:34,58.9,40,True
171,credit,2023-08-10T15:48:44,7.6,60,True
172,cash,2023-05-25T18:22:03,70.5,28,True
173,credit,2023-08-13T17:40:15,45.7,24,True
174,credit,2023-01-18T11:10:20,29.1,15,True
175,debit,2023-08-04T16:38:00,14.3,34,True
176,stu_card,2023-07-19T10:12:59,21.0,64,True
177,cash,2023-03-24T15:51:11,71.1,9,True
178,debit,2023-07-18T14:08:24,55.5,23,True
179,cash,2023-05-03T13:30:02,39.9,52,True
180,stu_card,2023-01-03T16:23:49,32.5,16,True
181,debit,2023-07-27T13:33:42,50.7,5,True
182,cash,2023-11-23T16:32:30,44.8,55,True
183,cash,2023-06-21T16:03:43,32.2,57,True
184,credit,2023-03-07T19:56:05,31.0,15,True
185,credit,2023-09-26T20:43:06,5.4,53,True
186,debit,2023-02-10T20:45:35,0.0,99,True
187,credit,2023-01-27T15:43:29,42.5,53,True
188,stu_card,2023-06-19T11:15:33,21.1,13,True
189,stu_card,2023-06-04T18:03:35,34.5,6,True
190,stu_card,2023-04-06T18:21:43,16.7,12,True
191,stu_card,2023-03-04T12:52:54,82.6,15,True
192,cash,2023-04-16T11:38:55,15.0,41,True
193,debit,2023-08-29T18:06:43,54.3,60,True
194,stu_card,2023-01-25T15:46:56,61.6,99,True
195,debit,2023-08-15T20:52:53,29.8,57,True
196,debit,2023-03-17T11:54:42,12.7,32,True
197,debit,2023-12-01T19:07:40,31.2,42,True
198,cash,2023-02-14T19:47:48,41.8,18,True
199,cash,2023-11-03T17:15:05,13.7,61,True
200,cash,2023-12-24T17:10:10,82.5,28,True
201,debit,2023-04-25T13:08:03,37.6,22,True
202,stu_card,2023-05-22T10:23:21,19.8,30,True
203,credit,2023-05-17T14:35:19,43.1,15,True
204,cash,2023-08-23T14:14:19,14.3,23,True
205,stu_card,2023-10-31T10:25:37,29.7,63,True
206,debit,2023-04-04T20:00:09,8.3,27,True
207,cash,2023-03-10T12:31:25,85.7,11,True
208,cash,2023-01-31T14:54:34,15.6,5,True
209,cash,2023-12-31T11:20:20,33.1,31,True
210,credit,2023-05-24T13:17:50,59.0,6,True
211,stu_card,2023-04-20T15:52:12,53.2,31,True
212,cash,2023-07-13T14:02:56,18.2,21,True
213,debit,2023-10-23T20:58:14,31.0,99,True
214,credit,2023-03-21T13:45:10,37.2,2,True
215,stu_card,2023-04-19T15:02:00,39.2,43,True
216,credit,2023-04-05T19:45:24,76.0,6,True
217,stu_card,2023-12-07T15:42:52,57.3,50,True
218,debit,2023-09-07T20:01:01,56.4,25,True
219,credit,2023-06-16T20:15:31,63.5,62,True
220,cash,2023-02-09T19:15:09,61.8,24,True
221,debit,2023-07-13T17:13:41,61.7,36,True
222,stu_card,2023-10-13T15:27:58,31.1,30,True
223,stu_card,2023-01-29T10:18:13,35.3,61,True
224,debit,2023-04-13T16:42:48,42.4,48,True
225,cash,2023-04-05T14:50:37,61.4,25,True
226,credit,2023-10-16T10:33:52,71.3,2,True
227,credit,2023-07-22T20:11:28,66.0,33,True
228,debit,2023-01-10T11:03:28,41.8,30,True
229,credit,2023-12-28T19:32:31,56.9,18,True
230,credit,2023-06-24T16:14:11,23.1,17,True
231,cash,2023-05-13T10:07:49,31.1,45,True
232,cash,2023-08-03T19:46:54,10.8,15,True
233,cash,2023-02-14T17:28:19,33.7,60,True
234,credit,2023-08-12T16:51:53,53.6,27,True
235,credit,2023-03-28T20:30:21,66.0,6,True
236,stu_card,2023-09-18T19:40:57,9.8,59,True
237,debit,2023-11-06T12:41:21,16.4,50,True
238,debit,2023-05-05T16:56:44,10.6,36,True
239,stu_card,2023-01-15T10:33:16,63.3,59,True
240,stu_card,2023-12-30T14:29:35,34.4,12,True
241,stu_card,2023-01-11T20:35:36,45.4,25,True
242,stu_card,2023-06-17T17:26:54,11.1,60,True
243,credit,2023-08-01T13:45:35,8.5,34,True
244,credit,2023-02-27T12:13:37,44.9,49,True
245,cash,2023-03-09T17:00:14,74.0,14,True
246,cash,2023-10-17T10:33:58,44.1,36,True
247,cash,2023-04-03T11:30:26,41.5,63,True
248,cash,2023-04-04T11:53:06,50.5,47,True
249,stu_card,2023-10-24T13:45:37,24.1,2,True
250,cash,2023-07-08T20:11:59,46.4,19,True
251,cash,2023-02-17T15:00:01,24.0,58,True
252,stu_card,2023-11-11T19:43:14,29.4,62,True
253,cash,2023-03-29T10:22:34,67.2,99,True
254,stu_card,2023-05-01T18:36:41,36.3,12,True
255,stu_card,2023-12-14T17:59:27,77.5,58,True
256,credit,2023-11-16T18:50:30,21.0,52,True
257,cash,2023-04-04T11:07:02,70.4,63,True
258,cash,2023-09-25T15:34:49,7.5,13,True
259,debit,2023-01-16T11:33:37,36.4,9,True
260,cash,2023-04-08T19:17:08,15.8,14,True
261,stu_card,2023-04-09T15:51:28,11.5,35,True
262,credit,2023-03-31T17:37:23,59.6,12,True
263,debit,2023-07-03T13:07:45,0.0,40,True
264,cash,2023-05-12T19:27:20,4.4,9,True
265,credit,2023-02-18T20:59:22,35.8,10,True
266,cash,2023-06-08T10:47:25,50.7,27,True
267,credit,2023-08-02T14:41:42,35.2,26,True
268,stu_card,2023-10-05T19:50:54,76.1,53,True
269,cash,2023-10-16T16:54:26,25.4,27,True
270,debit,2023-06-08T15:12:03,16.5,48,True
271,stu_card,2023-01-29T14:05:21,17.3,6,True
272,debit,2023-09-16T15:40:00,16.4,49,True
273,cash,2023-01-11T20:28:05,26.6,42,True
274,credit,2023-12-27T10:37:28,2.7,26,True
275,debit,2023-06-29T19:24:59,5.2,38,True
276,cash,2023-07-27T15:43:50,34.2,59,True
277,debit,2023-03-29T12:27:52,10.8,7,True
278,debit,2023-07-12T13:49:51,8.5,43,True
279,stu_card,2023-03-17T20:15:58,33.3,11,True
280,stu_card,2023-03-13T18:37:26,35.5,56,True
281,credit,2023-07-16T20:08:04,47.5,11,True
282,credit,2023-07-04T13:42:21,60.0,34,True
283,debit,2023-09-20T10:28:54,67.8,27,True
284,credit,2023-02-24T20:26:43,5.4,10,True
285,cash,2023-07-23T12:51:59,24.0,7,True
286,debit,2023-11-13T16:13:35,46.0,49,True
287,stu_card,2023-09-06T20:04:59,40.7,1,True
288,debit,2023-03-03T15:58:24,5.1,22,True
289,debit,2023-12-26T18:17:44,35.1,58,True
290,stu_card,2023-11-07T15:04:33,52.3,43,True
291,stu_card,2023-01-19T10:33:11,13.9,12,True
292,credit,2023-10-29T13:48:56,43.0,12,True
293,stu_card,2023-08-30T19:20:34,56.2,41,True
294,stu_card,2023-08-08T20:01:19,12.9,1,True
295,credit,2023-05-24T15:25:47,32.7,48,True
296,stu_card,2023-02-09T12:01:02,15.2,99,True
297,debit,2023-04-14T17:41:19,64.1,51,True
298,credit,2023-01-16T18:53:47,16.7,55,True
299,debit,2023-10-04T15:16:13,55.7,47,True
300,debit,2023-09-06T14:04:56,35.8,17,True
301,credit,2023-06-26T17:26:48,49.9,49,True
302,debit,2023-11-08T19:31:58,52.8,50,True
303,stu_card,2023-03-19T11:27:54,6.7,46,True
304,cash,2023-05-26T20:38:19,57.6,18,True
305,debit,2023-08-04T20:53:58,72.4,31,True
306,credit,2023-03-31T12:17:09,58.1,9,True
307,credit,2023-04-12T14:35:23,40.8,4,True
308,debit,2023-11-28T16:38:44,56.3,11,True
309,debit,2023-06-05T20:10:42,26.9,59,True
310,cash,2023-12-18T14:22:49,6.7,41,True
311,debit,2023-03-21T18:56:57,45.1,8,True
312,credit,2023-01-13T10:01:54,45.6,51,True
313,stu_card,2023-11-06T12:45:28,33.7,44,True
314,cash,2023-08-10T20:30:15,16.7,62,True
315,cash,2023-08-17T15:48:31,68.1,47,True
316,stu_card,2023-01-11T16:48:02,90.4,30,True
317,cash,2023-03-28T13:03:24,26.5,1,True
318,stu_card,2023-12-05T13:59:33,79.8,50,True
319,cash,2023-11-10T12:59:32,73.3,44,True
320,cash,2023-01-22T16:29:29,75.9,27,True
321,stu_card,2023-03-19T16:34:34,29.1,4,True
322,debit,2023-12-10T12:29:10,11.2,25,True
323,cash,2023-11-27T20:41:32,62.6,22,True
324,cash,2023-02-15T10:39:36,37.6,61,True
325,stu_card,2023-08-11T13:31:45,5.2,8,True
326,stu_card,2023-07-25T11:32:57,9.8,18,True
327,stu_card,2023-08-09T12:26:52,49.5,29,True
328,credit,2023-09-13T14:44:09,62.0,9,True
329,credit,2023-01-06T12:01:26,19.4,33,True
330,stu_card,2023-01-01T13:35:24,59.1,54,True
331,credit,2023-04-22T13:32:13,4.4,56,True
332,stu_card,2023-09-12T17:55:14,8.6,1,True
333,stu_card,2023-05-02T19:02:57,19.0,27,True
334,cash,2023-09-24T15:32:17,49.0,19,True
335,debit,2023-05-21T14:41:36,26.4,32,True
336,cash,2023-11-06T16:27:17,38.4,20,True
337,stu_card,2023-05-07T17:19:13,57.7,7,True
338,debit,2023-07-28T18:02:16,30.9,45,True
339,cash,2023-01-30T15:34:55,66.5,44,True
340,debit,2023-05-10T17:14:30,20.1,41,True
341,credit,2023-08-28T14:26:24,9.8,35,True
342,debit,2023-02-10T12:22:30,31.3,1,True
343,credit,2023-07-11T18:59:07,27.2,2,True
344,debit,2023-09-04T17:30:05,47.3,3,True
345,debit,2023-05-03T15:16:32,68.8,45,True
346,debit,2023-05-24T14:00:51,36.2,36,True
347,cash,2023-10-01T18:04:08,28.2,22,True
348,stu_card,2023-03-25T17:54:57,50.5,11,True
349,stu_card,2023-05-03T14:19:33,90.3,39,True
350,cash,2023-01-30T15:17:57,9.8,16,True
351,debit,2023-10-05T12:48:45,74.5,42,True
352,credit,2023-07-02T20:21:12,8.3,35,True
353,stu_card,2023-05-14T10:07:50,46.7,31,True
354,credit,2023-06-27T10:50:33,9.8,53,True
355,credit,2023-04-04T11:48:21,37.7,60,True
356,credit,2023-10-18T18:07:28,10.8,33,True
357,cash,2023-06-11T17:23:35,49.9,52,True
358,cash,2023-01-14T15:45:30,47.3,58,True
359,debit,2023-03-12T14:44:58,62.7,18,True
360,cash,2023-05-09T16:50:29,53.1,1,True
361,cash,2023-03-13T15:39:08,61.4,24,True
362,stu_card,2023-12-31T14:58:13,11.5,17,True
363,cash,2023-11-20T17:17:23,15.7,43,True
364,credit,2023-08-27T13:55:57,3.0,11,True
365,stu_card,2023-01-22T10:02:38,8.2,35,True
366,cash,2023-12-20T18:46:08,26.9,9,True
367,stu_card,2023-06-16T18:11:42,32.5,37,True
368,debit,2023-09-02T19:21:12,56.5,5,True
369,credit,2023-10-25T15:59:50,39.5,46,True
370,credit,2023-08-05T12:42:52,22.6,40,True
371,stu_card,2023-03-12T13:27:43,39.2,32,True
372,stu_card,2023-04-04T16:00:40,49.5,34,True
373,cash,2023-03-19T14:41:20,79.7,1,True
374,credit,2023-09-19T18:23:20,63.5,51,True
375,debit,2023-09-03T18:21:26,2.1,52,True
376,credit,2023-04-07T12:05:45,64.8,45,True
377,credit,2023-04-21T16:00:49,46.0,51,True
378,cash,2023-10-24T14:11:04,71.3,46,True
379,debit,2023-08-06T15:45:18,50.2,45,True
380,cash,2023-01-07T18:45:50,64.1,35,True
381,stu_card,2023-04-08T18:58:22,53.6,43,True
382,cash,2023-11-07T17:25:09,14.3,54,True
383,credit,2023-04-10T10:34:06,58.4,34,True
384,debit,2023-04-17T11:41:49,6.7,28,True
385,stu_card,2023-02-20T12:44:38,16.7,43,True
386,credit,2023-09-03T16:26:59,38.0,13,True
387,cash,2023-11-21T19:03:25,13.5,6,True
388,stu_card,2023-04-07T19:10:10,12.7,26,True
389,cash,2023-07-08T19:16:40,14.3,6,True
390,cash,2023-07-04T19:53:19,14.4,38,True
391,cash,2023-04-22T15:24:32,33.6,43,True
392,credit,2023-08-11T18:15:42,19.6,11,True
393,credit,2023-02-24T13:32:25,15.2,26,True
394,debit,2023-10-04T13:04:38,44.2,32,True
395,stu_card,2023-07-02T16:16:17,15.0,8,True
396,credit,2023-05-05T18:40:58,14.5,33,True
397,debit,2023-08-31T12:21:48,66.6,9,True
398,debit,2023-02-04T19:34:02,55.1,32,True
399,stu_card,2023-02-26T15:31:53,67.1,30,True
400,cash,2023-08-20T11:26:51,48.3,39,True
401,debit,2023-10-30T14:52:55,59.9,20,True
402,cash,2023-08-23T18:35:55,61.3,14,True
403,debit,2023-06-16T20:28:56,49.0,50,True
404,debit,2023-08-20T15:27:37,53.8,15,True
405,stu_card,2023-08-12T20:59:02,36.0,3,True
406,credit,2023-01-04T18:29:33,34.3,20,True
407,debit,2023-07-14T16:45:33,74.9,4,True
408,cash,2023-01-28T19:19:20,54.8,38,True
409,stu_card,2023-08-25T19:19:14,76.1,48,True
410,stu_card,2023-08-13T13:13:10,74.5,15,True
411,credit,2023-08-25T11:43:26,8.5,4,True
412,cash,2023-05-22T16:12:19,45.4,58,True
413,stu_card,2023-12-31T19:26:53,37.7,34,True
414,credit,2023-05-02T17:28:51,69.8,51,True
415,cash,2023-01-14T19:03:23,49.0,33,True
416,stu_card,2023-06-28T20:57:33,8.5,19,True
417,cash,2023-06-29T18:13:11,39.2,2,True
418,cash,2023-02-07T17:52:42,77.6,15,True
419,stu_card,2023-12-28T20:30:19,42.6,41,True
420,cash,2023-11-28T13:08:46,60.9,5,True
421,cash,2023-09-11T17:22:28,29.7,8,True
422,credit,2023-11-03T10:38:24,45.8,43,True
423,cash,2023-02-07T12:08:05,28.3,10,True
424,debit,2023-06-25T10:36:43,25.3,11,True
425,stu_card,2023-05-27T18:13:14,68.9,59,True
426,cash,2023-06-11T16:41:37,24.5,12,True
427,stu_card,2023-01-18T20:21:15,52.0,58,True
428,stu_card,2023-07-20T10:24:48,21.1,62,True
429,debit,2023-01-06T17:01:10,16.8,20,True
430,stu_card,2023-05-28T15:11:52,61.9,31,True
431,stu_card,2023-11-18T17:38:19,15.7,14,True
432,credit,2023-12-10T18:00:27,7.5,62,True
433,debit,2023-03-25T19:36:30,73.4,15,True
434,stu_card,2023-10-11T15:06:49,11.9,58,True
435,stu_card,2023-06-14T11:16:29,15.0,45,True
436,cash,2023-01-07T14:34:24,23.4,64,True
437,stu_card,2023-04-05T11:38:42,61.3,26,True
438,cash,2023-09-15T17:45:51,14.2,60,True
439,cash,2023-12-31T13:41:24,5.4,5,True
440,cash,2023-02-08T13:41:39,30.4,29,True
441,stu_card,2023-12-14T17:11:31,24.3,44,True
442,cash,2023-03-23T11:35:10,13.5,61,True
443,credit,2023-06-10T20:26:14,69.5,32,True
444,credit,2023-06-22T12:46:30,4.4,17,True
445,cash,2023-08-05T14:47:35,20.9,4,True
446,credit,2023-11-10T17:03:12,16.4,50,True
447,credit,2023-06-11T13:07:27,67.8,58,True
448,debit,2023-12-26T16:37:03,72.3,38,True
449,stu_card,2023-09-29T12:44:54,35.4,36,True
450,credit,2023-12-02T11:35:23,40.9,38,True
451,credit,2023-01-03T12:28:02,58.1,58,True
452,credit,2023-03-31T12:18:53,16.7,36,True
453,stu_card,2023-05-27T15:21:33,5.4,11,True
454,stu_card,2023-01-15T18:30:19,95.7,62,True
455,credit,2023-06-17T10:35:20,13.9,32,True
456,stu_card,2023-04-20T16:04:07,3.2,23,True
457,stu_card,2023-09-02T14:34:47,46.2,20,True
458,stu_card,2023-04-21T20:05:34,12.8,61,True
459,cash,2023-10-14T18:13:09,22.5,30,True
460,credit,2023-08-31T15:52:11,28.1,51,True
461,stu_card,2023-09-02T14:47:35,4.4,41,True
462,debit,2023-12-03T20:36:07,46.3,13,True
463,debit,2023-03-09T12:05:39,56.4,22,True
464,stu_card,2023-07-11T10:07:57,30.8,42,True
465,stu_card,2023-12-07T13:16:19,9.8,3,True
466,stu_card,2023-10-12T15:04:26,31.1,41,True
467,credit,2023-08-30T11:44:37,52.5,7,True
468,credit,2023-06-17T19:36:50,57.4,34,True
469,stu_card,2023-10-01T19:36:06,60.3,47,True
470,debit,2023-07-29T16:57:59,24.2,9,True
471,debit,2023-01-20T11:16:25,39.3,53,True
472,stu_card,2023-08-03T19:41:39,72.2,6,True
473,credit,2023-08-01T20:26:23,63.2,99,True
474,stu_card,2023-03-18T20:17:11,42.9,15,True
475,stu_card,2023-04-02T13:06:04,70.3,54,True
476,debit,2023-08-23T10:18:39,16.5,10,True
477,cash,2023-06-04T18:23:30,26.8,43,True
478,debit,2023-09-13T19:26:58,14.2,36,True
479,debit,2023-03-25T12:12:38,77.3,38,True
480,cash,2023-05-09T19:07:05,27.1,19,True
481,debit,2023-09-23T14:01:41,35.9,49,True
482,debit,2023-05-12T15:15:30,16.0,4,True
483,cash,2023-04-30T18:45:29,72.8,41,True
484,debit,2023-02-26T17:03:00,12.7,52,True
485,cash,2023-07-12T12:05:32,38.7,39,True
486,credit,2023-10-13T14:07:23,17.9,99,True
487,cash,2023-10-05T20:41:50,77.0,32,True
488,stu_card,2023-09-08T12:24:14,22.2,47,True
489,credit,2023-09-18T15:22:06,48.2,55,True
490,credit,2023-03-11T13:10:16,62.2,9,True
491,stu_card,2023-11-11T11:21:30,51.2,60,True
492,cash,2023-06-15T20:43:01,39.2,1,True
493,credit,2023-07-01T19:09:16,35.8,22,True
494,cash,2023-02-05T11:48:39,33.8,39,True
495,cash,2023-09-12T11:10:42,13.7,4,True
496,debit,2023-03-18T12:54:42,3.0,64,True
497,stu_card,2023-07-24T19:15:46,49.5,3,True
498,cash,2023-04-17T10:15:06,28.6,4,True
499,credit,2023-01-31T15:38:48,65.3,46,True
500,cash,2023-02-11T14:05:02,71.4,24,True
501,credit,2023-03-27T11:11:21,64.8,64,True
502,credit,2023-06-22T13:52:55,48.9,46,True
503,cash,2023-08-04T11:05:26,48.0,12,True
504,credit,2023-10-05T10:37:42,37.6,41,True
505,cash,2023-02-07T14:38:02,59.1,61,True
506,credit,2023-08-25T13:35:34,24.9,28,True
507,cash,2023-07-27T19:44:31,4.4,63,True
508,credit,2023-09-24T20:16:57,51.3,99,True
509,stu_card,2023-04-14T19:45:22,95.5,41,True
510,debit,2023-06-12T12:35:13,36.4,54,True
511,credit,2023-07-03T15:55:09,11.3,46,True
512,stu_card,2023-03-03T20:49:43,75.3,36,True
513,debit,2023-01-09T13:40:41,64.3,19,True
514,cash,2023-05-19T16:47:01,34.9,5,True
515,credit,2023-09-30T19:35:45,44.2,7,True
516,stu_card,2023-08-03T17:17:56,23.4,59,True
517,credit,2023-06-18T14:44:58,55.1,63,True
518,cash,2023-04-14T10:58:09,45.9,44,True
519,debit,2023-07-22T11:29:01,33.9,44,True
520,stu_card,2023-11-12T18:37:45,51.2,3,True
521,credit,2023-10-16T16:06:55,27.5,14,True
522,cash,2023-02-14T10:26:20,53.4,7,True
523,cash,2023-05-14T20:19:37,44.5,63,True
524,cash,2023-11-03T14:27:09,25.5,27,True
525,cash,2023-07-03T18:19:48,58.0,53,True
